impostor,"[2, 'allswell', 'pericles']"
impressd,"[4, 'allswell', 'lll', 'coriolanus', 'lear']"
impression,"[13, 'allswell', 'measure', 'midsummer', 'two_gentlemen', '3henryvi', 'richardiii', 'coriolanus', 'hamlet', 'timon', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetCXII']"
impudence,"[4, 'allswell', 'measure', 'pericles', 'winters_tale']"
impudent,"[9, 'allswell', 'troilus_cressida', '1henryiv', '2henryiv', '3henryvi', 'othello']"
in,"[11748, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'LoversComplaint', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetI', 'sonnetII', 'sonnetIII', 'sonnetV', 'sonnetVI', 'sonnetVII', 'sonnetVIII', 'sonnetIX', 'sonnetX', 'sonnetXI', 'sonnetXII', 'sonnetXIII', 'sonnetXIV', 'sonnetXV', 'sonnetXVI', 'sonnetXVII', 'sonnetXVIII', 'sonnetXIX', 'sonnetXX', 'sonnetXXI', 'sonnetXXII', 'sonnetXXIII', 'sonnetXXIV', 'sonnetXXV', 'sonnetXXVI', 'sonnetXXVII', 'sonnetXXVIII', 'sonnetXXIX', 'sonnetXXX', 'sonnetXXXI', 'sonnetXXXII', 'sonnetXXXIV', 'sonnetXXXV', 'sonnetXXXVI', 'sonnetXXXVII', 'sonnetXXXVIII', 'sonnetXL', 'sonnetXLI', 'sonnetXLII', 'sonnetXLIII', 'sonnetXLV', 'sonnetXLVI', 'sonnetXLVII', 'sonnetXLVIII', 'sonnetL', 'sonnetLI', 'sonnetLII', 'sonnetLIII', 'sonnetLIV', 'sonnetLV', 'sonnetLVI', 'sonnetLVII', 'sonnetLVIII', 'sonnetLIX', 'sonnetLX', 'sonnetLXI', 'sonnetLXII', 'sonnetLXIII', 'sonnetLXV', 'sonnetLXVI', 'sonnetLXVII', 'sonnetLXVIII', 'sonnetLXIX', 'sonnetLXX', 'sonnetLXXI', 'sonnetLXXII', 'sonnetLXXIII', 'sonnetLXXIV', 'sonnetLXXVI', 'sonnetLXXVIII', 'sonnetLXXIX', 'sonnetLXXX', 'sonnetLXXXI', 'sonnetLXXXII', 'sonnetLXXXIII', 'sonnetLXXXIV', 'sonnetLXXXV', 'sonnetLXXXVI', 'sonnetLXXXVII', 'sonnetLXXXVIII', 'sonnetLXXXIX', 'sonnetXC', 'sonnetXCI', 'sonnetXCII', 'sonnetXCIII', 'sonnetXCV', 'sonnetXCVI', 'sonnetXCVIII', 'sonnetXCIX', 'sonnetC', 'sonnetCI', 'sonnetCII', 'sonnetCIII', 'sonnetCIV', 'sonnetCV', 'sonnetCVI', 'sonnetCVII', 'sonnetCVIII', 'sonnetCIX', 'sonnetCX', 'sonnetCXI', 'sonnetCXII', 'sonnetCXIII', 'sonnetCXIV', 'sonnetCXV', 'sonnetCXVII', 'sonnetCXVIII', 'sonnetCXIX', 'sonnetCXX', 'sonnetCXXI', 'sonnetCXXII', 'sonnetCXXIV', 'sonnetCXXV', 'sonnetCXXVI', 'sonnetCXXVII', 'sonnetCXXVIII', 'sonnetCXXIX', 'sonnetCXXX', 'sonnetCXXXI', 'sonnetCXXXII', 'sonnetCXXXIII', 'sonnetCXXXV', 'sonnetCXXXVI', 'sonnetCXXXVII', 'sonnetCXXXVIII', 'sonnetCXXXIX', 'sonnetCXL', 'sonnetCXLI', 'sonnetCXLII', 'sonnetCXLIII', 'sonnetCXLIV', 'sonnetCXLV', 'sonnetCXLVI', 'sonnetCXLVIII', 'sonnetCXLIX', 'sonnetCL', 'sonnetCLI', 'sonnetCLII', 'sonnetCLIII', 'sonnetCLIV']"
inaidible,"[1, 'allswell']"
inaudible,"[1, 'allswell']"
incensing,"[1, 'allswell']"
incertain,"[5, 'allswell', 'measure', 'winters_tale', '2henryiv', 'julius_caesar']"
inclining,"[7, 'allswell', 'winters_tale', '1henryiv', 'hamlet', 'othello']"
inclusive,"[2, 'allswell', 'richardiii']"
increase,"[32, 'allswell', 'cymbeline', 'measure', 'midsummer', 'pericles', 'tempest', '2henryiv', '2henryvi', '3henryvi', 'henryviii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'lear', 'othello', 'titus', 'VenusAndAdonis', 'sonnetI', 'sonnetXI', 'sonnetXV', 'sonnetXCVII']"
incurable,"[4, 'allswell', 'troilus_cressida', '2henryiv', 'john']"
incurred,"[1, 'allswell']"
indeed,"[449, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetLXII']"
indianlike,"[1, 'allswell']"
indignation,"[11, 'allswell', 'tempest', 'twelfth_night', 'john', 'richardii', 'richardiii', 'lear']"
indignity,"[6, 'allswell', 'comedy_errors', 'lll', 'tempest', 'othello', 'titus']"
inducement,"[3, 'allswell', 'henryviii', 'richardiii']"
infallible,"[5, 'allswell', 'lll', 'measure', 'winters_tale', '2henryvi']"
inferior,"[10, 'allswell', 'taming_shrew', '1henryvi', '3henryvi', 'john', 'richardii', 'coriolanus', 'othello', 'sonnetLXXX']"
infinite,"[38, 'allswell', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'much_ado', 'tempest', 'troilus_cressida', 'two_gentlemen', 'winters_tale', '1henryiv', 'henryv', '2henryvi', 'henryviii', 'john', 'cleopatra', 'hamlet', 'romeo_juliet', 'timon', 'titus']"
infirm,"[4, 'allswell', 'lear', 'macbeth']"
infirmity,"[17, 'allswell', 'cymbeline', 'measure', 'tempest', 'twelfth_night', 'winters_tale', '1henryvi', 'coriolanus', 'julius_caesar', 'lear', 'macbeth', 'othello', 'RapeOfLucrece']"
infixing,"[1, 'allswell']"
influence,"[11, 'allswell', 'lll', 'tempest', 'two_gentlemen', 'hamlet', 'lear', 'timon', 'VenusAndAdonis', 'sonnetXV', 'sonnetLXXVIII']"
inform,"[24, 'allswell', 'cymbeline', 'measure', 'tempest', 'winters_tale', '1henryiv', '1henryvi', 'richardii', 'cleopatra', 'coriolanus', 'hamlet', 'lear', 'othello', 'elegy']"
informd,"[16, 'allswell', 'winters_tale', '1henryvi', '3henryvi', 'henryviii', 'cleopatra', 'coriolanus', 'lear', 'macbeth']"
informed,"[5, 'allswell', 'merchant', '1henryvi', 'elegy']"
ingenious,"[9, 'allswell', 'cymbeline', 'lll', 'taming_shrew', 'richardiii', 'hamlet', 'lear']"
inherit,"[16, 'allswell', 'cymbeline', 'lll', 'merry_wives', 'tempest', 'two_gentlemen', '2henryiv', 'richardii', 'lear', 'romeo_juliet', 'titus', 'sonnetXCIV']"
inheritance,"[12, 'allswell', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'john', 'richardii', 'coriolanus', 'hamlet']"
inherits,"[2, 'allswell', 'richardii']"
inhibited,"[2, 'allswell', 'othello']"
inhumantwill,"[1, 'allswell']"
innocent,"[53, 'allswell', 'asyoulikeit', 'cymbeline', 'much_ado', 'pericles', 'tempest', 'winters_tale', '2henryiv', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'hamlet', 'lear', 'macbeth', 'othello', 'titus', 'elegy']"
inquire,"[24, 'allswell', 'asyoulikeit', 'merry_wives', 'merchant', 'much_ado', 'pericles', 'taming_shrew', 'two_gentlemen', '1henryiv', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'othello', 'romeo_juliet', 'timon', 'titus']"
ins,"[28, 'allswell', 'cymbeline', 'lll', 'measure', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'winters_tale', 'henryviii', 'coriolanus', 'hamlet', 'lear', 'macbeth', 'othello']"
inspired,"[9, 'allswell', 'cymbeline', 'lll', '1henryvi', '2henryvi', 'henryviii', 'richardii', 'titus']"
instance,"[26, 'allswell', 'asyoulikeit', 'comedy_errors', 'measure', 'merry_wives', 'much_ado', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '2henryiv', 'henryv', '2henryvi', 'richardiii', 'hamlet', 'RapeOfLucrece']"
instant,"[61, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'much_ado', 'tempest', 'troilus_cressida', 'twelfth_night', 'winters_tale', '1henryiv', '2henryiv', 'henryv', 'henryviii', 'john', 'cleopatra', 'coriolanus', 'hamlet', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'sonnetLII']"
instruct,"[26, 'allswell', 'cymbeline', 'measure', 'pericles', 'taming_shrew', 'tempest', 'winters_tale', '2henryiv', '1henryvi', 'henryviii', 'john', 'coriolanus', 'othello', 'timon', 'titus']"
instruction,"[16, 'allswell', 'lll', 'measure', 'merchant', 'tempest', 'cleopatra', 'coriolanus', 'othello', 'timon']"
instructions,"[7, 'allswell', 'cymbeline', 'measure', 'merchant', 'taming_shrew', 'winters_tale', 'macbeth']"
instrument,"[39, 'allswell', 'asyoulikeit', 'cymbeline', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'winters_tale', '1henryvi', '3henryvi', 'john', 'richardii', 'cleopatra', 'hamlet', 'julius_caesar', 'macbeth', 'othello', 'RapeOfLucrece']"
insupportable,"[3, 'allswell', 'julius_caesar', 'othello']"
int,"[79, 'allswell', 'asyoulikeit', 'cymbeline', 'lll', 'measure', 'merry_wives', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'winters_tale', '2henryvi', 'henryviii', 'cleopatra', 'coriolanus', 'hamlet', 'lear', 'macbeth', 'othello', 'timon']"
integrity,"[19, 'allswell', 'cymbeline', 'lll', 'measure', 'troilus_cressida', 'two_gentlemen', 'winters_tale', 'henryviii', 'richardii', 'coriolanus', 'macbeth', 'titus']"
intelligence,"[26, 'allswell', 'asyoulikeit', 'cymbeline', 'merry_wives', 'midsummer', 'much_ado', 'troilus_cressida', 'winters_tale', '1henryiv', 'henryv', 'henryviii', 'john', 'richardii', 'richardiii', 'coriolanus', 'lear', 'macbeth', 'sonnetLXXXVI']"
intenible,"[1, 'allswell']"
intents,"[23, 'allswell', 'lll', 'measure', 'midsummer', 'pericles', '2henryiv', '1henryvi', 'richardii', 'richardiii', 'cleopatra', 'hamlet', 'romeo_juliet', 'sonnetCXV']"
intentspeak,"[1, 'allswell']"
intergatories,"[3, 'allswell', 'cymbeline', 'merchant']"
interpreter,"[7, 'allswell', 'merchant', 'henryv', 'timon']"
intimate,"[3, 'allswell', 'lll', 'twelfth_night']"
into,"[657, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'LoversComplaint', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetXXXVIII', 'sonnetL', 'sonnetLXI', 'sonnetLXIX', 'sonnetLXXI']"
invention,"[32, 'allswell', 'asyoulikeit', 'lll', 'measure', 'merry_wives', 'much_ado', 'twelfth_night', 'henryv', '1henryvi', '3henryvi', 'cleopatra', 'coriolanus', 'lear', 'macbeth', 'othello', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetXXXVIII', 'sonnetLIX', 'sonnetLXXVI', 'sonnetCIII', 'sonnetCV']"
inwhat,"[1, 'allswell']"
iris,"[9, 'allswell', 'tempest', 'troilus_cressida', '2henryvi']"
is,"[9527, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'LoversComplaint', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetIII', 'sonnetVI', 'sonnetIX', 'sonnetX', 'sonnetXIV', 'sonnetXVII', 'sonnetXVIII', 'sonnetXX', 'sonnetXXI', 'sonnetXXII', 'sonnetXXIII', 'sonnetXXIV', 'sonnetXXV', 'sonnetXXVIII', 'sonnetXXXI', 'sonnetXXXV', 'sonnetXXXVI', 'sonnetXXXVII', 'sonnetXXXIX', 'sonnetXL', 'sonnetXLII', 'sonnetXLVI', 'sonnetXLVII', 'sonnetLI', 'sonnetLII', 'sonnetLIII', 'sonnetLIV', 'sonnetLVI', 'sonnetLVII', 'sonnetLVIII', 'sonnetLIX', 'sonnetLXI', 'sonnetLXII', 'sonnetLXIV', 'sonnetLXV', 'sonnetLXVII', 'sonnetLXVIII', 'sonnetLXIX', 'sonnetLXX', 'sonnetLXXII', 'sonnetLXXIV', 'sonnetLXXV', 'sonnetLXXVI', 'sonnetLXXVIII', 'sonnetLXXX', 'sonnetLXXXII', 'sonnetLXXXIV', 'sonnetLXXXV', 'sonnetLXXXVII', 'sonnetLXXXVIII', 'sonnetXC', 'sonnetXCI', 'sonnetXCIII', 'sonnetXCIV', 'sonnetXCVI', 'sonnetCI', 'sonnetCII', 'sonnetCIII', 'sonnetCV', 'sonnetCIX', 'sonnetCX', 'sonnetCXI', 'sonnetCXIII', 'sonnetCXIV', 'sonnetCXV', 'sonnetCXVI', 'sonnetCXIX', 'sonnetCXXI', 'sonnetCXXIII', 'sonnetCXXV', 'sonnetCXXVI', 'sonnetCXXVII', 'sonnetCXXIX', 'sonnetCXXX', 'sonnetCXXXI', 'sonnetCXXXII', 'sonnetCXXXIII', 'sonnetCXXXIV', 'sonnetCXXXV', 'sonnetCXXXVI', 'sonnetCXXXVII', 'sonnetCXXXVIII', 'sonnetCXXXIX', 'sonnetCXL', 'sonnetCXLI', 'sonnetCXLII', 'sonnetCXLIII', 'sonnetCXLIV', 'sonnetCXLV', 'sonnetCXLVI', 'sonnetCXLVII', 'sonnetCXLVIII', 'sonnetCXLIX', 'sonnetCL', 'sonnetCLI', 'sonnetCLII']"
isbel,"[2, 'allswell']"
isbels,"[3, 'allswell']"
issue,"[114, 'allswell', 'cymbeline', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'tempest', 'troilus_cressida', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetXIII', 'sonnetXCVII']"
ist,"[176, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'LoversComplaint', 'sonnetCXXXIII']"
it,"[8011, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'LoversComplaint', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetII', 'sonnetV', 'sonnetVI', 'sonnetIX', 'sonnetXIV', 'sonnetXVII', 'sonnetXX', 'sonnetXXI', 'sonnetXXIV', 'sonnetXXVI', 'sonnetXXXVI', 'sonnetXXXIX', 'sonnetXL', 'sonnetXLII', 'sonnetXLV', 'sonnetXLVIII', 'sonnetXLIX', 'sonnetLIV', 'sonnetLVI', 'sonnetLVIII', 'sonnetLXI', 'sonnetLXII', 'sonnetLXIV', 'sonnetLXXI', 'sonnetLXXIII', 'sonnetLXXIV', 'sonnetLXXIX', 'sonnetLXXXII', 'sonnetLXXXIV', 'sonnetLXXXVI', 'sonnetLXXXVII', 'sonnetLXXXIX', 'sonnetXCI', 'sonnetXCII', 'sonnetXCIV', 'sonnetXCVIII', 'sonnetXCIX', 'sonnetCII', 'sonnetCIII', 'sonnetCVIII', 'sonnetCIX', 'sonnetCX', 'sonnetCXI', 'sonnetCXIII', 'sonnetCXIV', 'sonnetCXVI', 'sonnetCXIX', 'sonnetCXXIV', 'sonnetCXXVII', 'sonnetCXXXI', 'sonnetCXXXII', 'sonnetCXXXIII', 'sonnetCXXXVI', 'sonnetCXXXVII', 'sonnetCXL', 'sonnetCXLII', 'sonnetCXLV', 'sonnetCXLVIII', 'sonnetCLI']"
italian,"[14, 'allswell', 'cymbeline', 'merchant', 'taming_shrew', 'winters_tale', 'john', 'hamlet']"
italy,"[35, 'allswell', 'cymbeline', 'merchant', 'much_ado', 'taming_shrew', 'tempest', 'richardii', 'cleopatra', 'coriolanus', 'julius_caesar', 'romeo_juliet', 'RapeOfLucrece']"
itself,"[263, 'allswell', 'asyoulikeit', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetXXI', 'sonnetLXIV', 'sonnetLXVII', 'sonnetLXVIII', 'sonnetXCIV', 'sonnetCXIX', 'sonnetCXLVIII']"
iv,"[338, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'sonnetIV']"
jacet,"[1, 'allswell']"
jackanapes,"[4, 'allswell', 'cymbeline', 'merry_wives', 'henryv']"
jades,"[14, 'allswell', 'much_ado', 'taming_shrew', 'troilus_cressida', '1henryiv', '2henryiv', 'henryv', '2henryvi', 'john', 'richardii', 'julius_caesar']"
jaques,"[85, 'allswell', 'asyoulikeit', 'lll', 'henryv']"
jarring,"[4, 'allswell', 'taming_shrew', '1henryvi', 'lear']"
jest,"[104, 'allswell', 'comedy_errors', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'taming_shrew', 'tempest', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '2henryvi', '3henryvi', 'john', 'richardii', 'richardiii', 'coriolanus', 'hamlet', 'romeo_juliet', 'titus', 'VenusAndAdonis']"
jewel,"[64, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'twelfth_night', 'two_gentlemen', 'winters_tale', '2henryiv', '1henryvi', '2henryvi', 'henryviii', 'john', 'richardii', 'cleopatra', 'coriolanus', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'LoversComplaint', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetXXVII', 'sonnetLXV', 'sonnetXCVI', 'sonnetCXXXI']"
jeweller,"[11, 'allswell', 'timon']"
john,"[497, 'allswell', 'merry_wives', 'much_ado', 'taming_shrew', 'tempest', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'romeo_juliet', 'elegy']"
join,"[59, 'allswell', 'asyoulikeit', 'cymbeline', 'midsummer', 'much_ado', 'tempest', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'macbeth', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetXC']"
jove,"[75, 'allswell', 'asyoulikeit', 'cymbeline', 'lll', 'measure', 'merry_wives', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '2henryiv', 'henryv', '2henryvi', 'cleopatra', 'coriolanus', 'hamlet', 'lear', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis']"
jowl,"[1, 'allswell']"
joy,"[212, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'two_gentlemen', 'winters_tale', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'sonnetVIII', 'sonnetXXV', 'sonnetXLII', 'sonnetXLV', 'sonnetL', 'sonnetXCI', 'sonnetCXXIX']"
judges,"[13, 'allswell', 'measure', 'merchant', 'henryviii', 'hamlet', 'titus']"
judgment,"[112, 'allswell', 'asyoulikeit', 'cymbeline', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '2henryiv', 'henryv', '2henryvi', '3henryvi', 'henryviii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'LoversComplaint', 'elegy', 'sonnetXIV', 'sonnetLV', 'sonnetLXXXVII', 'sonnetCXV', 'sonnetCXXXVII', 'sonnetCXLVIII']"
judgments,"[14, 'allswell', 'asyoulikeit', 'cymbeline', 'troilus_cressida', 'two_gentlemen', 'henryv', 'cleopatra', 'coriolanus', 'hamlet', 'sonnetCXXXI']"
juno,"[19, 'allswell', 'cymbeline', 'lll', 'pericles', 'tempest', 'troilus_cressida', 'cleopatra', 'coriolanus', 'lear']"
just,"[154, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'measure', 'merry_wives', 'merchant', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetCIX', 'sonnetCXVII', 'sonnetCXXI', 'sonnetCL']"
justice,"[171, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'much_ado', 'pericles', 'troilus_cressida', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'elegy']"
justices,"[12, 'allswell', 'asyoulikeit', 'merry_wives', 'winters_tale', '2henryiv', '2henryvi', 'richardiii']"
justified,"[4, 'allswell', 'winters_tale', 'henryviii']"
justly,"[32, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'measure', 'much_ado', 'pericles', 'twelfth_night', 'winters_tale', '2henryiv', 'henryv', 'henryviii', 'hamlet', 'lear', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'elegy']"
keep,"[505, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'merry_wives', 'merchant', 'midsummer', 'much_ado', 'pericles', 'taming_shrew', 'tempest', 'troilus_cressida', 'twelfth_night', 'two_gentlemen', 'winters_tale', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'henryviii', 'john', 'richardii', 'richardiii', 'cleopatra', 'coriolanus', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'RapeOfLucrece', 'VenusAndAdonis', 'elegy', 'sonnetIX', 'sonnetXXII', 'sonnetXXVII', 'sonnetLI', 'sonnetLXI', 'sonnetLXXVI', 'sonnetCXXII', 'sonnetCXXVI', 'sonnetCLIV']"
keeping,"[21, 'allswell', 'asyoulikeit', 'cymbeline', 'lll', 'merchant', 'troilus_cressida', 'winters_tale', '1henryiv', '2henryiv', '1henryvi', '2henryvi', 'richardiii', 'cleopatra', 'coriolanus', 'timon']"
keeps,"[78, 'allswell', 'asyoulikeit', 'comedy_errors', 'cymbeline', 'lll', 'measure', 'much_ado', 'taming_shrew', 'troilus_cressida', 'twelfth_night', '1henryiv', '2henryiv', 'henryv', '1henryvi', '2henryvi', '3henryvi', 'richardii', 'richardiii', 'cleopatra', 'hamlet', 'julius_caesar', 'lear', 'macbeth', 'othello', 'romeo_juliet', 'timon', 'titus', 'VenusAndAdonis', 'sonnetXVI', 'sonnetLII', 'sonnetLXI', 'sonnetCXXVI', 'sonnetCXXXIII']"
keepst,"[8, 'allswell', 'cymbeline', 'measure', 'taming_shrew', '2henryiv', '3henryvi', 'richardiii', 'sonnetCXLVIII']"
